length_url,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,status,url_numeric_domain,url_numeric_path_length,url_numeric_num_subdomains,url_numeric_has_ip,url_numeric_has_special_chars
21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7866,1,1,0,0
37,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,2914,0,3,0,0
36,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,343,14,1,0,0
53,1,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,2456,34,0,0,1
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7482,1,1,0,0
52,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3050,11,1,0,0
35,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,529,1,1,1,0
164,2,1,0,1,1,0,2,0,0,0,5,0,1,0,1,0,0,0,0,0,1,4001,22,0,0,0
48,3,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,1,7026,18,1,0,0
99,3,3,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,1,0,0,7126,67,1,0,1
83,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,6075,44,1,0,1
54,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,404,31,0,0,0
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1320,1,1,0,0
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6512,1,1,0,0
121,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,1,7321,19,4,0,0
54,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,206,29,1,0,0
51,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,8193,33,1,0,1
43,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1294,11,1,1,0
32,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1375,14,0,0,0
35,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2005,1,1,0,0
55,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,4054,19,3,1,1
53,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,5209,27,1,0,0
57,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,33,1,0,0
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6034,1,1,0,0
96,2,1,0,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,1,3651,61,0,0,1
486,10,13,0,1,2,0,2,2,0,0,5,0,1,0,0,0,0,0,0,0,1,2223,131,0,0,1
78,5,1,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,563,27,1,0,1
127,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,1,3701,19,3,0,0
89,1,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2428,62,0,0,1
37,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7318,1,1,0,0
59,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3362,21,1,0,0
71,2,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,7976,49,1,0,1
54,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6342,12,1,0,0
59,4,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,2192,31,2,0,0
51,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7615,28,1,0,1
76,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,4486,48,1,0,1
61,2,0,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1128,15,1,0,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4505,1,1,0,0
71,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3367,36,1,0,1
45,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1480,22,0,0,1
104,2,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5089,74,1,0,1
38,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,5985,19,1,0,0
51,2,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1250,14,1,0,0
85,2,1,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,1100,56,1,0,1
34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6774,1,1,0,0
52,4,1,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2788,1,1,1,0
76,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,6601,53,1,0,1
35,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,790,19,1,0,0
41,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,6159,17,1,0,0
31,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7008,1,1,0,0
110,2,13,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5944,88,1,0,1
75,4,2,0,1,0,0,1,0,0,4,3,0,1,0,0,0,0,1,1,0,0,7818,10,1,0,1
33,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1490,0,1,0,0
69,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,1,2125,47,0,0,1
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2046,1,1,0,0
32,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,193,1,1,0,0
42,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7892,14,2,0,1
46,2,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,257,1,1,0,0
52,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,8115,19,1,0,0
40,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,4564,14,1,0,0
60,3,0,0,1,0,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0,1,8187,19,2,0,0
20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2027,8,0,0,0
40,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2501,1,1,1,0
44,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2573,9,1,0,0
27,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6477,4,1,0,0
44,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1,253,18,0,0,0
42,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3420,1,1,0,0
49,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,915,19,1,0,0
39,1,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3273,6,0,0,0
19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2338,1,1,1,0
64,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,4309,17,3,0,0
52,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,4707,28,1,0,1
42,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,381,1,2,0,0
22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6863,1,1,0,0
52,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6280,19,1,0,0
59,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,6032,31,1,0,1
51,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2920,1,1,0,0
61,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5751,26,1,0,1
51,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,4525,20,1,0,0
49,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,4169,28,0,0,0
102,2,1,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1,525,82,1,0,1
41,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,8185,14,1,1,0
103,3,11,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,6391,78,2,0,1
93,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1288,72,1,0,0
26,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,518,11,0,0,0
59,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1341,33,0,0,1
36,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1073,7,0,0,0
51,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,27,1,0,0
47,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,914,27,1,1,0
62,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,2433,35,0,0,0
28,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5498,1,1,0,0
48,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,3576,24,0,0,0
63,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3362,25,1,0,1
36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5508,12,1,0,0
77,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7429,51,1,0,1
51,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1564,34,0,0,0
17,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,7101,0,1,0,0
77,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,3442,47,0,0,0
84,3,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3800,50,1,1,1
33,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7738,1,1,0,0
122,3,2,0,1,1,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1989,51,1,0,1
60,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,4006,35,0,0,1
38,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4230,10,1,1,0
26,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5979,0,1,0,0
34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1814,7,1,1,0
43,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,6096,17,2,0,1
203,4,0,0,1,10,0,11,0,0,4,3,0,1,0,0,0,0,2,1,0,1,5733,4,1,0,0
30,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,7587,0,1,0,0
69,4,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1159,37,2,0,0
44,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5097,15,1,0,1
64,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5438,28,1,0,1
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6049,1,1,0,0
32,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,195,16,0,0,0
68,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2710,30,2,0,0
49,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,3520,25,0,0,0
25,1,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1666,1,0,1,0
552,3,16,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,1,4007,9,2,1,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3962,1,1,1,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6475,1,1,0,0
82,1,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,181,63,0,1,1
41,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,6,1,0,0
91,5,0,1,1,0,0,1,1,0,0,5,0,1,0,0,0,0,0,1,0,1,8179,31,1,0,0
23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5011,1,1,0,0
28,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4899,8,1,0,0
26,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3451,5,1,0,0
32,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,6448,4,1,1,0
49,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4746,30,1,0,1
37,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,160,4,1,1,0
129,5,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,189,48,3,1,0
54,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3309,30,0,0,1
49,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,7408,23,1,0,0
27,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7978,1,1,0,0
20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1881,1,0,0,0
15,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1470,1,0,0,0
30,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6298,1,1,0,0
113,3,0,0,0,0,0,0,8,0,0,7,0,1,0,0,0,0,1,0,0,0,5430,91,1,0,0
21,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,457,6,0,1,0
23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6069,1,1,0,0
23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2485,0,1,1,0
83,1,11,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1179,64,0,0,1
30,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,591,0,1,1,0
46,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,22,1,0,0
40,4,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,55,10,2,1,0
48,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7951,22,1,0,0
75,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,5959,54,2,0,0
31,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4990,1,1,0,0
78,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4037,1,3,1,0
50,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,6877,18,1,0,1
80,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,5998,45,1,0,0
32,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7697,1,2,0,0
33,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5063,1,1,0,0
43,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,6058,12,1,0,0
37,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5757,1,1,0,0
31,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1397,0,1,0,0
24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6586,1,1,0,0
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6789,1,1,0,0
126,2,1,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1483,26,1,0,1
26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,474,1,1,0,0
68,2,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5991,48,1,0,1
19,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3948,7,0,0,0
35,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4390,7,1,0,1
23,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2687,0,0,0,0
37,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,160,5,1,1,0
39,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,8166,12,1,0,0
28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1245,6,1,0,0
56,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3704,32,1,0,0
28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4410,1,1,0,0
74,3,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,1235,38,1,1,1
66,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,3058,36,0,0,0
40,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7678,8,1,0,0
71,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,2393,40,1,0,1
77,4,1,0,1,0,0,1,0,0,4,3,0,1,0,0,0,0,1,1,0,0,7818,10,1,0,1
30,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,617,0,1,0,0
24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7385,1,1,0,0
57,2,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,1,2511,34,0,0,0
38,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1793,1,1,0,0
84,3,0,0,0,1,0,0,5,0,0,5,0,1,0,0,0,0,1,1,0,0,6768,64,1,0,0
243,5,5,0,1,2,0,3,1,0,0,3,0,1,0,2,0,0,0,1,0,1,8159,10,3,1,0
43,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1305,22,1,0,0
31,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5176,1,1,0,0
49,3,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,1,6120,25,1,0,1
42,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,1601,18,1,0,1
79,2,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,1,0,0,0,1,4,33,1,1,0
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6592,1,1,0,0
123,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,1,7321,19,4,0,0
38,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,160,5,1,1,0
51,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,4114,1,2,1,0
73,3,1,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,2215,22,0,0,0
41,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5306,12,1,0,0
56,1,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,8175,26,0,0,1
53,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4895,28,1,0,1
19,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,3841,0,0,0,0
106,4,3,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1,4061,54,3,0,1
34,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,133,15,2,1,1
125,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,1,3701,19,3,0,0
52,4,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,2839,1,1,0,0
72,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3622,34,1,0,0
34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5264,1,1,0,0
74,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,1,7437,36,1,0,1
128,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,1,3701,20,3,0,0
35,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1964,0,1,0,0
58,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,1,4651,29,1,0,0
99,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2991,81,0,0,0
68,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3396,13,1,0,0
77,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7447,48,1,1,1
77,3,0,0,0,0,0,1,4,0,1,6,0,1,0,0,0,0,1,0,0,0,6923,54,1,0,1
105,3,1,1,1,0,0,1,0,0,0,7,0,1,0,0,0,0,1,1,0,1,6157,37,1,0,1
119,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,1,3395,20,3,0,0
47,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5209,21,1,0,0
40,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,3183,23,0,0,0
54,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1028,34,1,0,0
25,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4451,1,1,0,0
178,4,8,0,2,1,0,2,0,0,0,5,0,3,0,0,0,0,0,0,0,1,3664,1,3,0,0
35,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,7152,10,1,0,0
43,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,910,1,1,0,0
59,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7931,34,1,0,1
59,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,667,37,0,0,0
17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,27,1,0,1,0
40,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3820,0,1,0,0
30,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,616,0,1,1,0
24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5447,1,1,0,0
60,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,4417,33,1,0,1
68,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,5182,38,1,0,1
51,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,8137,29,1,1,1
52,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1450,1,3,1,0
33,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3498,1,2,1,0
52,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,28,1,0,0
69,2,0,0,0,0,0,1,3,0,0,6,0,1,0,0,0,0,1,0,0,0,6923,46,1,0,1
39,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7678,7,1,0,0
41,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4849,10,2,0,0
34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5224,1,1,0,0
68,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,44,1,0,0
40,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1,5938,23,1,0,0
33,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2645,0,0,1,0
48,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7455,23,1,0,1
210,2,0,0,1,2,0,3,1,0,0,6,0,1,0,0,0,0,0,0,0,1,1667,26,0,0,0
66,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,5038,39,1,0,1
61,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,0,0,0,6323,39,1,0,0
58,3,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2257,34,1,0,1
31,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7588,1,1,0,0
51,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,329,21,1,0,0
210,2,0,0,1,2,0,3,1,0,0,6,0,1,0,0,0,0,0,0,0,1,1667,26,0,0,0
77,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1194,41,1,0,0
45,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6704,19,1,0,0
117,2,8,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,3555,72,1,0,1
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6067,1,1,0,0
61,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,321,43,1,0,0
49,4,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,1,1907,8,1,0,1
69,3,3,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,5388,50,1,0,1
82,2,0,0,1,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,1,1194,46,1,0,0
54,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,454,24,0,0,0
